collection (KNOWN)	matrix name	UniProt (HUMAN if exists, MOUSE otherwise)	Entrez gene ID (automatic mapping from UniProt)
selex	ZNF713	ZN713_HUMAN	349075
selex	CPEB1	CPEB1_HUMAN	64506
selex	E2F1_1	E2F1_HUMAN	1869
selex	E2F1_2	E2F1_HUMAN	1869
selex	E2F2_3	E2F2_HUMAN	1870
selex	E2F4_1	E2F4_HUMAN	1874
selex	E2F4_2	E2F4_HUMAN	1874
selex	E2F8	E2F8_HUMAN	79733
selex	SOX10_1	SOX10_HUMAN	6663
selex	SOX10_2	SOX10_HUMAN	6663
selex	SOX10_3	SOX10_HUMAN	6663
selex	SOX10_4	SOX10_HUMAN	6663
selex	SOX10_5	SOX10_HUMAN	6663
selex	SOX14_1	SOX14_HUMAN	8403
selex	SOX14_2	SOX14_HUMAN	8403
selex	SOX14_3	SOX14_HUMAN	8403
selex	SOX15_1	SOX15_HUMAN	6665
selex	SOX15_2	SOX15_HUMAN	6665
selex	SOX15_3	SOX15_HUMAN	6665
selex	SOX18_1	SOX18_HUMAN	54345
selex	SOX18_2	SOX18_HUMAN	54345
selex	SOX18_3	SOX18_HUMAN	54345
selex	SOX21_1	SOX21_HUMAN	11166
selex	SOX21_2	SOX21_HUMAN	11166
selex	SOX21_3	SOX21_HUMAN	11166
selex	SOX21_4	SOX21_HUMAN	11166
selex	SOX2_1	SOX2_HUMAN	6657
selex	SOX2_2	SOX2_HUMAN	6657
selex	SOX2_3	SOX2_HUMAN	6657
selex	SOX2_4	SOX2_HUMAN	6657
selex	SOX2_5	SOX2_HUMAN	6657
selex	SOX2_6	SOX2_HUMAN	6657
selex	SOX4	SOX4_HUMAN	6659
selex	SOX7_1	SOX7_HUMAN	83595
selex	SOX7_2	SOX7_HUMAN	83595
selex	SOX7_3	SOX7_HUMAN	83595
selex	SOX8_1	SOX8_HUMAN	30812
selex	SOX8_2	SOX8_HUMAN	30812
selex	SOX8_3	SOX8_HUMAN	30812
selex	SOX8_4	SOX8_HUMAN	30812
selex	SOX8_5	SOX8_HUMAN	30812
selex	SOX8_6	SOX8_HUMAN	30812
selex	SOX8_7	SOX8_HUMAN	30812
selex	SOX8_8	SOX8_HUMAN	30812
selex	SOX9_2	SOX9_HUMAN	6662
selex	SOX9_3	SOX9_HUMAN	6662
selex	SOX9_4	SOX9_HUMAN	6662
selex	SOX9_5	SOX9_HUMAN	6662
selex	SOX9_6	SOX9_HUMAN	6662
selex	SOX9_7	SOX9_HUMAN	6662
selex	SRY_1	SRY_HUMAN	6736
selex	SRY_2	SRY_HUMAN	6736
selex	SRY_3	SRY_HUMAN	6736
selex	SRY_4	SRY_HUMAN	6736
selex	SOX10_6	SOX10_HUMAN	6663
selex	SOX10_7	SOX10_HUMAN	6663
selex	SOX10_8	SOX10_HUMAN	6663
selex	Sox11	SOX11_HUMAN	6664
selex	SOX17_1	SOX17_HUMAN	64321
selex	SOX17_2	SOX17_HUMAN	64321
selex	SOX1_1	SOX1_HUMAN	6656
selex	SOX1_2	SOX1_HUMAN	6656
selex	SOX1_3	SOX1_HUMAN	6656
selex	SOX1_4	SOX1_HUMAN	6656
selex	SOX3_1	SOX3_HUMAN	6658
selex	SOX3_2	SOX3_HUMAN	6658
selex	SOX3_3	SOX3_HUMAN	6658
selex	TBX20_5	TBX20_HUMAN	57057
selex	MSC	MUSC_HUMAN	9242
selex	TFEC	TFEC_HUMAN	22797
selex	CREB3L1_4	CR3L1_HUMAN	90993
selex	NR2F1_4	COT1_HUMAN	7025
selex	RARB_4	RARB_HUMAN	5915
selex	RXRG_4	RXRG_HUMAN	6258
selex	BHLHB2_3	BHE40_HUMAN	8553
selex	E2F1_3	E2F1_HUMAN	1869
selex	E2F1_4	E2F1_HUMAN	1869
selex	RFX5_3	RFX5_HUMAN	5993
selex	YY2_3	TYY2_HUMAN	404281
selex	EGR4_2	EGR4_HUMAN	1961
selex	NFIA_2	NFIA_HUMAN	4774
selex	NFIX_2	NFIX_HUMAN	4784
selex	NFIX_3	NFIX_HUMAN	4784
selex	NFIX_4	NFIX_HUMAN	4784
selex	TFAP2A_4	AP2A_HUMAN	7020
selex	TFAP2A_5	AP2A_HUMAN	7020
selex	TFAP2A_6	AP2A_HUMAN	7020
selex	HES5_2	HES5_HUMAN	388585
selex	ESRRA_6	ERR1_HUMAN	2101
selex	ESRRA_7	ERR1_HUMAN	2101
selex	ESRRA_8	ERR1_HUMAN	2101
selex	CREB3L1_5	CR3L1_HUMAN	90993
selex	CREB3L1_6	CR3L1_HUMAN	90993
selex	ELK1_4	ELK1_HUMAN	2002
selex	HOXD12_3	HXD12_HUMAN	3238
selex	HOXD12_4	HXD12_HUMAN	3238
swissregulon	MYOD1.p2	MYOD1_HUMAN	4654
swissregulon	TFAP4.p2	TFAP4_HUMAN	7023
swissregulon	HOX{A5,B5}.p2	HXA5_HUMAN,HXB5_HUMAN	3202,3215
swissregulon	EP300.p2	EP300_HUMAN	2033
swissregulon	NFE2.p2	NFE2_HUMAN	4778
swissregulon	ATF2.p2	ATF2_HUMAN	1386
swissregulon	JUN.p2	JUNB_HUMAN,JUND_HUMAN,JUN_HUMAN	3726,3727,3725
swissregulon	NFIX.p2	NFIX_HUMAN	4784
swissregulon	MZF1.p2	MZF1_HUMAN	7593
swissregulon	ZBTB6.p2	ZBTB6_HUMAN	10773
swissregulon	IKZF1.p2	IKZF1_HUMAN	10320
swissregulon	CUX2.p2	CUX2_HUMAN	23316
swissregulon	POU3F1..4.p2	PO3F1_HUMAN,PO3F2_HUMAN,PO3F3_HUMAN,PO3F4_HUMAN	5453,5454,5455,5456
swissregulon	HSF1,2.p2	HSF1_HUMAN,HSF2_HUMAN	3297,3298
swissregulon	POU2F1..3.p2	PO2F1_HUMAN,PO2F2_HUMAN,PO2F3_HUMAN	5451,5452,25833
swissregulon	SREBF1,2.p2	SRBP1_HUMAN,SRBP2_HUMAN	6720,6721
swissregulon	HAND1,2.p2	HAND1_HUMAN,HAND2_HUMAN	9421,9464
swissregulon	STAT2,4,6.p2	STAT2_HUMAN,STAT4_HUMAN,STAT6_HUMAN	6773,6775,6778
swissregulon	STAT1,3.p3	STAT1_HUMAN,STAT3_HUMAN	6772,6774
swissregulon	EGR1..3.p2	EGR2_HUMAN,EGR3_HUMAN,EGT1_HUMAN	1959,1960,
swissregulon	XBP1.p3	XBP1_HUMAN	7494
swissregulon	REST.p3	REST_HUMAN	5978
swissregulon	EBF1.p2	COE1_HUMAN	1879
swissregulon	LMO2.p2	RBTN2_HUMAN	4005
swissregulon	RFX1..5_RFXANK_RFXAP.p2	RFX1_HUMAN,RFX2_HUMAN,RFX3_HUMAN,RFX4_HUMAN,RFX5_HUMAN,RFXAP_HUMAN,RFXK_HUMAN	5989,5990,5991,5992,5993,5994,8625
swissregulon	NFATC1..3.p2	NFAC2_HUMAN,NFAC1_HUMAN,NFAC3_HUMAN	4773,4772,4775
swissregulon	PAX3,7.p2	PAX3_HUMAN,PAX7_HUMAN	5077,5081
swissregulon	PAX8.p2	PAX8_HUMAN	7849
swissregulon	FOXN1.p2	FOXN1_HUMAN	8456
swissregulon	ZFP161.p2	ZBT14_HUMAN	7541
swissregulon	ETS1,2.p2	ETS1_HUMAN,ETS2_HUMAN	2113,2114
swissregulon	MSX1,2.p2	MSX1_HUMAN,MSX2_HUMAN	4487,4488
swissregulon	ZEB1.p2	ZEB1_HUMAN	6935
swissregulon	ALX1.p2	ALX1_HUMAN	8092
swissregulon	TGIF1.p2	TGIF1_HUMAN	7050
swissregulon	HOXA9_MEIS1.p2	HXA9_HUMAN,MEIS1_HUMAN	3205,4211
swissregulon	NKX6-1,2.p2	NKX61_HUMAN,NKX62_HUMAN	4825,84504
swissregulon	NKX2-1,4.p2	NKX21_HUMAN,NKX24_HUMAN	7080,644524
swissregulon	HMX1.p2	HMX1_HUMAN	3166
swissregulon	VSX1,2.p2	VSX1_HUMAN,VSX2_HUMAN	30813,338917
swissregulon	ZIC1..3.p2	ZIC1_HUMAN,ZIC2_HUMAN,ZIC3_HUMAN	7545,7546,7547
swissregulon	NKX3-1.p2	NKX31_HUMAN	4824
swissregulon	ARID5B.p2	ARI5B_HUMAN	84159
swissregulon	BPTF.p2	BPTF_HUMAN	2186
swissregulon	STAT5{A,B}.p2	STAT5A_HUMAN,STA5B_HUMAN	,6777
swissregulon	GATA6.p2	GATA6_HUMAN	2627
swissregulon	POU6F1.p2	PO6F1_HUMAN	5463
swissregulon	KLF12.p2	KLF12_HUMAN	11278
swissregulon	FOXO1,3,4.p2	FOXO1_HUMAN,FOXO3_HUMAN,FOXO4_HUMAN	2308,2309,4303
swissregulon	CDC5L.p2	CDC5L_HUMAN	988
swissregulon	PITX1..3.p2	PITX1_HUMAN,PITX2_HUMAN,PITX3_HUMAN	5307,5308,5309
swissregulon	ATF6.p2	ATF6A_HUMAN	22926
swissregulon	TLX2.p2	TLX2_HUMAN	3196
swissregulon	NKX2-2,8.p2	NKX22_HUMAN,NKX28_HUMAN	4821,26257
swissregulon	BACH2.p2	BACH2_HUMAN	60468
swissregulon	PATZ1.p2	PATZ1_HUMAN	23598
swissregulon	LHX3,4.p2	LHX3_HUMAN,LHX4_HUMAN	8022,89884
swissregulon	ESRRA.p2	ERR1_HUMAN	2101
swissregulon	ATF4.p2	ATF4_HUMAN	468
swissregulon	NR6A1.p2	NR6A1_HUMAN	2649
swissregulon	ZNF238.p2	ZBT18_HUMAN	10472
swissregulon	CRX.p2	CRX_HUMAN	1406
swissregulon	DBP.p2	DBP_HUMAN	1628
swissregulon	NR1H4.p2	NR1H4_HUMAN	9971
swissregulon	ONECUT1,2.p2	HNF6_HUMAN,ONEC2_HUMAN	3175,9480
swissregulon	HOX{A4,D4}.p2	HXA4_HUMAN,HXD4_HUMAN	3201,3233
swissregulon	MAZ.p2	MAZ_HUMAN	4150
swissregulon	MTF1.p2	MTF1_HUMAN	4520
swissregulon	NRF1.p2	NRF1_HUMAN	4899
swissregulon	LEF1_TCF7_TCF7L1,2.p2	LEF1_HUMAN,TCF7_HUMAN,TF7L1_HUMAN	51176,6932,83439
swissregulon	GTF2I.p2	GTF2I_HUMAN	2969
swissregulon	GTF2A1,2.p2	T2AG_HUMAN,TF2AA_HUMAN	2958,2957
swissregulon	ZNF148.p2	ZN148_HUMAN	7707
swissregulon	NR5A1,2.p2	NR5A2_HUMAN,STF1_HUMAN	2494,2516
swissregulon	SMAD1..7,9.p2	SMAD1_HUMAN,SMAD2_HUMAN,SMAD3_HUMAN,SMAD4_HUMAN,SMAD5_HUMAN,SMAD6_HUMAN,SMAD7_HUMAN,SMAD9_HUMAN	4086,4087,4088,4089,4090,4091,4092,4093
swissregulon	ZNF384.p2	ZN384_HUMAN	171017
swissregulon	HIF1A.p2	HIF1A_HUMAN	3091
swissregulon	TFAP2B.p2	AP2B_HUMAN	7021
swissregulon	POU1F1.p2	PIT1_HUMAN	5449
swissregulon	TFDP1.p2	TFDP1_HUMAN	7027
swissregulon	NFE2L2.p2	NF2L2_HUMAN	4780
swissregulon	FOSL2.p2	FOSL2_HUMAN	2355
swissregulon	TFCP2.p2	TFCP2_HUMAN	7024
swissregulon	CDX1,2,4.p2	CDX1_HUMAN,CDX2_HUMAN,CDX4_HUMAN	1044,1045,1046
swissregulon	FOXP3.p2	FOXP3_HUMAN	50943
swissregulon	AIRE.p2	AIRE_HUMAN	326
swissregulon	IKZF2.p2	IKZF2_HUMAN	22807
swissregulon	HES1.p2	HES1_HUMAN	3280
swissregulon	HMGA1,2.p2	HMGA1_HUMAN,HMGA2_HUMAN	3159,8091
swissregulon	PDX1.p2	PDX1_HUMAN	3651
swissregulon	TBX4,5.p2	TBX4_HUMAN,TBX5_HUMAN	9496,6910
swissregulon	GLI1..3.p2	GLI1_HUMAN,GLI2_HUMAN,GLI3_HUMAN	2735,2736,2737
swissregulon	GFI1B.p2	GFI1B_HUMAN	8328
swissregulon	PRDM1.p3	PRDM1_HUMAN	639
swissregulon	GZF1.p2	GZF1_HUMAN	64412
swissregulon	HIC1.p2	HIC1_HUMAN	3090
swissregulon	ZBTB16.p2	ZBT16_HUMAN	7704
swissregulon	RUNX1..3.p2	RUNX1_HUMAN,RUNX2_HUMAN,RUNX3_HUMAN	861,860,864
swissregulon	TFAP2{A,C}.p2	AP2A_HUMAN,AP2C_HUMAN	7020,7022
swissregulon	ARNT_ARNT2_BHLHB2_MAX_MYC_USF1.p2	ARNT_HUMAN,ARNT2_HUMAN,BHE40_HUMAN,MAX_HUMAN,MYC_HUMAN,USF1_HUMAN	405,9915,8553,4149,4609,7391
swissregulon	AHR_ARNT_ARNT2.p2	AHR_HUMAN,ARNT_HUMAN,ARNT2_HUMAN	196,405,9915
swissregulon	AR.p2	ANDR_HUMAN	367
swissregulon	T.p2	BRAC_HUMAN	6862
swissregulon	PAX5.p2	PAX5_HUMAN	5079
swissregulon	RXR{A,B,G}.p2	RXRG_HUMAN,RXRA_HUMAN,RXRB_HUMAN	6258,6256,6257
swissregulon	HNF4A_NR2F1,2.p2	COT1_HUMAN,COT2_HUMAN,HNF4A_HUMAN	7025,7026,3172
swissregulon	CREB1.p2	CREB1_HUMAN	1385
swissregulon	CEBPA,B_DDIT3.p2	CEBPA_HUMAN,CEBPB_HUMAN,DDIT3_HUMAN	1050,1051,1649
swissregulon	E2F1..5.p2	E2F1_HUMAN,E2F2_HUMAN,E2F3_HUMAN,E2F4_HUMAN,E2F5_HUMAN	1869,1870,1871,1874,1875
swissregulon	NFIL3.p2	NFIL3_HUMAN	4783
swissregulon	ELF1,2,4.p2	ELF1_HUMAN,ELF2_HUMAN,ELF4_HUMAN	1997,1998,2000
swissregulon	EN1,2.p2	HME1_HUMAN,HME2_HUMAN	2019,2020
swissregulon	ELK1,4_GABP{A,B1}.p3	ELK1_HUMAN,GABP1_HUMAN,GABPA_HUMAN	2002,2553,2551
swissregulon	EVI1.p2	EVI1_HUMAN	2122
swissregulon	FOX{F1,F2,J1}.p2	FOXF1_HUMAN,FOXF2_HUMAN,FOXJ1_HUMAN	2294,2295,2302
swissregulon	FOX{D1,D2}.p2	FOXD1_HUMAN,FOXD2_HUMAN	2297,2306
swissregulon	FOX{C1,C2}.p2	FOXC1_HUMAN,FOXC2_HUMAN	2296,2303
swissregulon	FOXL1.p2	FOXL1_HUMAN	2300
swissregulon	GATA1..3.p2	GATA1_HUMAN,GATA2_HUMAN,GATA3_HUMAN	2623,2624,2625
swissregulon	GFI1.p2	GFI1_HUMAN	2672
swissregulon	KLF4.p3	KLF4_HUMAN	9314
swissregulon	FOXQ1.p2	FOXQ1_HUMAN	94234
swissregulon	FOXD3.p2	FOXD3_HUMAN	27022
swissregulon	FOX{I1,J2}.p2	FOXI1_HUMAN,FOXJ2_HUMAN	2299,55810
swissregulon	HLF.p2	HLF_HUMAN	3131
swissregulon	HNF1A.p2	HNF1A_HUMAN	6927
swissregulon	FOXA2.p3	FOXA2_HUMAN	3170
swissregulon	NHLH1,2.p2	HEN1_HUMAN,HEN2_HUMAN	4807,4808
swissregulon	MEF2{A,B,C,D}.p2	MEF2A_HUMAN,MEF2B_HUMAN,MEF2C_HUMAN,MEF2D_HUMAN	4205,4207,4208,4209
swissregulon	MYBL2.p2	MYBB_HUMAN	4605
swissregulon	MYFfamily.p2	MYF5_HUMAN,MYF6_HUMAN,MYOD1_HUMAN,MYOG_HUMAN	4617,4618,4654,4656
swissregulon	NFY{A,B,C}.p2	NFYA_HUMAN,NFYB_HUMAN,NFYC_HUMAN	4800,4801,4802
swissregulon	NFKB1_REL_RELA.p2	NFKB1_HUMAN,REL_HUMAN,TF65_HUMAN	4790,5966,5970
swissregulon	NKX2-3_NKX2-5.p2	NKX23_HUMAN,NKX25_HUMAN	159296,1482
swissregulon	RXRG_dimer.p3	RXRG_HUMAN,NR1H2_HUMAN,PPARG_HUMAN,RXRA_HUMAN,RXRB_HUMAN	6258,7376,5468,6256,6257
swissregulon	PPARG.p2	PPARG_HUMAN	5468
swissregulon	PAX2.p2	PAX2_HUMAN	5076
swissregulon	PAX4.p2	PAX4_HUMAN	5078
swissregulon	PAX6.p2	PAX6_HUMAN	5080
swissregulon	PBX1.p2	PBX1_HUMAN	5087
swissregulon	RORA.p2	RORA_HUMAN	6095
swissregulon	RREB1.p2	RREB1_HUMAN	6239
swissregulon	RXRA_VDR{dimer}.p2	RXRA_HUMAN,VDR_HUMAN	6256,7421
swissregulon	PRRX1,2.p2	PRRX1_HUMAN,PRRX2_HUMAN	5396,51450
swissregulon	SOX{8,9,10}.p2	SOX10_HUMAN,SOX8_HUMAN,SOX9_HUMAN	6663,30812,6662
swissregulon	SOX17.p2	SOX17_HUMAN	64321
swissregulon	SPIB.p2	SPIB_HUMAN	6689
swissregulon	SRF.p3	SRF_HUMAN	6722
swissregulon	SRY.p2	SRY_HUMAN	6736
swissregulon	RBPJ.p2	SUH_HUMAN	3516
swissregulon	SNAI1..3.p2	SNAI1_HUMAN,SNAI2_HUMAN,SNAI3_HUMAN	6615,6591,333929
swissregulon	SOX5.p2	SOX5_HUMAN	6660
swissregulon	ZNF143.p2	ZN143_HUMAN	7702
swissregulon	NFE2L1.p2	NF2L1_HUMAN	4779
swissregulon	TEAD1.p2	TEAD1_HUMAN,TEAD2_HUMAN,TEAD3_HUMAN,TEAD4_HUMAN	7003,8463,7005,7004
swissregulon	TAL1_TCF{3,4,12}.p2	HTF4_HUMAN,ITF2_HUMAN,TAL1_HUMAN,TFE2_HUMAN	6938,6925,6886,6929
swissregulon	HOX{A6,A7,B6,B7}.p2	HXA6_HUMAN,HXA7_HUMAN,HXB6_HUMAN,HXB7_HUMAN	3203,3204,3216,3217
swissregulon	YY1.p2	TYY1_HUMAN	7528
swissregulon	FOS_FOS{B,L1}_JUN{B,D}.p2	FOS_HUMAN,FOSB_HUMAN,FOSL1_HUMAN,JUNB_HUMAN,JUND_HUMAN	2353,2354,8061,3726,3727
swissregulon	MYB.p2	MYB_HUMAN	4602
swissregulon	TP53.p2	P53_HUMAN	7157
swissregulon	TBP.p2	TBP_HUMAN	6908
swissregulon	SPZ1.p2	SPZ1_HUMAN	84654
swissregulon	ESR1.p2	ESR1_HUMAN	2099
swissregulon	NR3C1.p2	GCR_HUMAN	2908
swissregulon	ZNF423.p2	ZN423_HUMAN	23090
swissregulon	MAFB.p2	MAFB_HUMAN	9935
swissregulon	TLX1..3_NFIC{dimer}.p2	TLX1_HUMAN,TLX3_HUMAN,NFIC_HUMAN,TLX2_HUMAN	3195,30012,4782,3196
swissregulon	NKX3-2.p2	NKX32_HUMAN	579
swissregulon	ATF5_CREB3.p2	ATF5_HUMAN,CREB3_HUMAN	22809,10488
swissregulon	bHLH_family.p2	BMAL1_HUMAN,BMAL2_HUMAN,CLOCK_HUMAN,HES6_HUMAN,HEY1_HUMAN,HEY2_HUMAN,HEYL_HUMAN,ID1_HUMAN,MAD3_HUMAN,MAD4_HUMAN,MITF_HUMAN,MLXPL_HUMAN,MNT_HUMAN,MXI1_HUMAN,NPAS2_HUMAN,OLIG1_HUMAN,OLIG2_HUMAN,TFE3_HUMAN	406,56938,9575,55502,23462,23493,26508,3397,83463,10608,4286,51085,4335,4601,4862,116448,10215,7030
swissregulon	DMAP1_NCOR{1,2}_SMARC.p2	DMAP1_HUMAN,NCOR1_HUMAN,SMCA5_HUMAN,SMRC2_HUMAN	55929,9611,8467,6601
swissregulon	ADNP_IRX_SIX_ZHX.p2	ADNP_HUMAN,IRX4_HUMAN,IRX5_HUMAN,SIX2_HUMAN,SIX5_HUMAN,ZHX1_HUMAN,ZHX2_HUMAN,ZHX3_HUMAN	23394,50805,10265,10736,147912,11244,22882,23051
swissregulon	HBP1_HMGB_SSRP1_UBTF.p2	HBP1_HUMAN,HMGB2_HUMAN,HMGB3_HUMAN,SSRP1_HUMAN,UBF1_HUMAN	26959,3148,3149,6749,7343
swissregulon	NANOG.p2	NANOG_HUMAN	79923
swissregulon	NANOG{mouse}.p2	NANOG_HUMAN	79923
swissregulon	POU5F1.p2	PO5F1_HUMAN	5460
swissregulon	POU5F1_SOX2{dimer}.p2	PO5F1_HUMAN,SOX2_HUMAN	5460,6657
swissregulon	SPI1.p2	SPI1_HUMAN	6688
swissregulon	SOX2.p2	SOX2_HUMAN	6657
swissregulon	SP1.p2	SP1_HUMAN	6667
swissregulon	CTCF.p2	CTCF_HUMAN	10664
swissregulon	EHF.p2	EHF_HUMAN	26298
swissregulon	TFEB.p2	TFEB_HUMAN	7942
swissregulon	EOMES.p2	EOMES_HUMAN	8320
swissregulon	TCF4_dimer.p2	ITF2_HUMAN	6925
swissregulon	EWSR1-FLI1.p2	-	-
swissregulon	FEV.p2	FEV_HUMAN	54738
swissregulon	IRF1,2,7.p3	IRF1_HUMAN,IRF2_HUMAN,IRF7_HUMAN	3659,3660,3665
swissregulon	NR4A2.p2	NR4A2_HUMAN	4929
